% Model:              Roman - nanowires vs lenght LT.mph
% Version:            COMSOL 5.1.0.234
% Date:               Aug 1 2017, 15:42
% Table:              Accumulated Probe Table 5 - 
% rh                     t                        k1                       Temperature (K), Point: (-5, 5, 207.5)
60                       6.4E-6                   0.014                    4.231770791329791
60                       6.5000000000000004E-6    0.014                    4.215001708087866
60                       6.600000000000001E-6     0.014                    4.199445909670899
60                       6.7E-6                   0.014                    4.18501559767362
60                       6.799999999999999E-6     0.014                    4.171629352798278
60                       6.9E-6                   0.014                    4.159211625179474
60                       7.000000000000001E-6     0.014                    4.147692348300301
60                       7.1E-6                   0.014                    4.137006511337924
60                       7.2000000000000005E-6    0.014                    4.1270938181597145
60                       7.2999999999999996E-6    0.014                    4.1178983263393025
60                       7.4E-6                   0.014                    4.109368148080966
60                       7.499999999999999E-6     0.014                    4.1014551440962155
60                       7.6E-6                   0.014                    4.094114662621491
60                       7.7E-6                   0.014                    4.087305278888956
60                       7.8E-6                   0.014                    4.080988568219231
60                       7.9E-6                   0.014                    4.075128883691683
60                       8.0E-6                   0.014                    4.069693159390081
60                       8.1E-6                   0.014                    4.0646507202771565
60                       8.2E-6                   0.014                    4.059973111922366
60                       8.3E-6                   0.014                    4.0556339376629165
60                       8.400000000000001E-6     0.014                    4.051608711462761
60                       8.5E-6                   0.014                    4.047874718277627
60                       8.6E-6                   0.014                    4.044410887039729
60                       8.7E-6                   0.014                    4.041197670816076
60                       8.8E-6                   0.014                    4.0382169372536385
60                       8.9E-6                   0.014                    4.035451865654535
60                       9.0E-6                   0.014                    4.032886852536988
60                       9.100000000000001E-6     0.014                    4.030507423197653
60                       9.2E-6                   0.014                    4.028300150339464
60                       9.3E-6                   0.014                    4.026252578051056
60                       9.4E-6                   0.014                    4.024353151715271
60                       9.5E-6                   0.014                    4.0225911526465845
60                       9.6E-6                   0.014                    4.020956637732977
60                       9.7E-6                   0.014                    4.01944038322275
60                       9.800000000000001E-6     0.014                    4.018033832755231
60                       9.9E-6                   0.014                    4.016729049011257
60                       1.0E-5                   0.014                    4.015518668975909
