-4.97750E-6	6.22507E-2	-4.83339E-3	2.02000E-5	8.89376E-1	1.07764E+1	4.78354E-8	3.44915E-6
-4.92750E-6	6.22563E-2	2.37175E-2	2.02500E-5	8.77988E-1	3.54394E-6	3.44517E-6	3.44801E-6
-4.87750E-6	6.22494E-2	-1.15746E-2	2.03000E-5	8.66759E-1	7.64640E-2	3.44548E-6	3.46061E-6
-4.82750E-6	6.22464E-2	-2.66431E-2	2.03500E-5	8.55687E-1	1.60407E-5	1.78825E-7	3.45032E-6
-4.77750E-6	6.22494E-2	-1.15746E-2	2.04000E-5	8.44771E-1	0.00000E+0	2.00000E+1	3.42723E-6
-4.72750E-6	6.22602E-2	4.35445E-2	2.04500E-5	8.34007E-1	0.00000E+0	0.00000E+0	3.42468E-6
-4.67750E-6	6.22511E-2	-2.85068E-3	2.05000E-5	8.23394E-1	0.00000E+0	0.00000E+0	3.41192E-6
-4.62750E-6	6.22565E-2	2.45106E-2	2.05500E-5	8.12930E-1	0.00000E+0	0.00000E+0	3.40870E-6
-4.57750E-6	6.22513E-2	-1.66106E-3	2.06000E-5	8.02613E-1	0.00000E+0	0.00000E+0	3.39264E-6
-4.52750E-6	6.22554E-2	1.89590E-2	2.06500E-5	7.92440E-1	0.00000E+0	0.00000E+0	3.36511E-6
-4.47750E-6	6.22587E-2	3.56137E-2	2.07000E-5	7.82409E-1	0.00000E+0	0.00000E+0	3.38838E-6
-4.42750E-6	6.22508E-2	-4.43685E-3	2.07500E-5	7.72519E-1	0.00000E+0	0.00000E+0	3.41690E-6
-4.37750E-6	6.22530E-2	6.66628E-3	2.08000E-5	7.62768E-1	0.00000E+0	0.00000E+0	3.41522E-6
-4.32750E-6	6.22445E-2	-3.61601E-2	2.08500E-5	7.53153E-1	0.00000E+0	0.00000E+0	3.42638E-6
-4.27750E-6	6.22495E-2	-1.11780E-2	2.09000E-5	7.43673E-1	0.00000E+0	0.00000E+0	3.46347E-6
